Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Bregaglio, S., Hossard, L., Cappelli, G., Resmond, R., Bocchi, S., Barbier, J.-M., Ruget, F., Delmotte, S.","35589555600;26532629200;55357163900;57188867460;6603328866;55850484100;6602167020;48161172000;","Identifying trends and associated uncertainties in potential rice production under climate change in Mediterranean areas",2017,"Agricultural and Forest Meteorology","237-238",,,"219","232",,24,"10.1016/j.agrformet.2017.02.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013498237&doi=10.1016%2fj.agrformet.2017.02.015&partnerID=40&md5=9a95e670f52e87ea39f6cfa13d0d9257",Article,"Final","",Scopus,2-s2.0-85013498237
"Caubel, J., Launay, M., Lannou, C., Brisson, N.","36711417200;7004401754;6602415666;7005033261;","Generic response functions to simulate climate-based processes in models for the development of airborne fungal crop pathogens",2012,"Ecological Modelling","242",,,"92","104",,24,"10.1016/j.ecolmodel.2012.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863435965&doi=10.1016%2fj.ecolmodel.2012.05.012&partnerID=40&md5=43e9dcae51be1c4edb32f2437ec07839",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84863435965
"Affholder, F., Scopel, E., Neto, J.M., Capillon, A.","6603144833;6508110946;7103352914;6507339834;","Diagnosis of the productivity gap using a crop model. Methodology and case study of small-scale maize production in central Brazil",2003,"Agronomie","23","4",,"305","325",,24,"10.1051/agro:2003004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037646559&doi=10.1051%2fagro%3a2003004&partnerID=40&md5=121cd6f00a399454f8c882a69dee0dcc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-0037646559
"Caubel, J., Launay, M., Ripoche, D., Gouache, D., Buis, S., Huard, F., Huber, L., Brun, F., Bancal, M.O.","36711417200;7004401754;6507647940;26657222200;11839198600;23097878500;7102868905;55224648200;6506304573;","Climate change effects on leaf rust of wheat: Implementing a coupled crop-disease model in a French regional application",2017,"European Journal of Agronomy","90",,,"53","66",,25,"10.1016/j.eja.2017.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026671373&doi=10.1016%2fj.eja.2017.07.004&partnerID=40&md5=c0fc9f26356215f9dc1a545c3c262df6",Article,"Final","",Scopus,2-s2.0-85026671373
"Constantin, J., Dürr, C., Tribouillois, H., Justes, E.","26321290000;56229033800;56545818900;6603057433;","Catch crop emergence success depends on weather and soil seedbed conditions in interaction with sowing date: A simulation study using the SIMPLE emergence model",2015,"Field Crops Research","176",,,"22","33",,26,"10.1016/j.fcr.2015.02.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924560053&doi=10.1016%2fj.fcr.2015.02.017&partnerID=40&md5=87e2f8b5c6a88fb29d307b6ae22c1d5c",Article,"Final","",Scopus,2-s2.0-84924560053
"Bergez, J.E., Raynal, H., Launay, M., Beaudoin, N., Casellas, E., Caubel, J., Chabrier, P., Coucheney, E., Dury, J., Garcia de Cortazar-Atauri, I., Justes, E., Mary, B., Ripoche, D., Ruget, F.","6603865785;22136436200;7004401754;15071436000;15841540300;36711417200;8580433000;24779603100;55113758800;26321066600;6603057433;56235628300;6507647940;6602167020;","Evolution of the STICS crop model to tackle new environmental issues: New formalisms and integration in the modelling and simulation platform RECORD",2014,"Environmental Modelling and Software","62",,,"370","384",,26,"10.1016/j.envsoft.2014.07.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912064960&doi=10.1016%2fj.envsoft.2014.07.010&partnerID=40&md5=abad871d0a581a14cfd4905ab677c3e0",Article,"Final","",Scopus,2-s2.0-84912064960
"Shili-Touzi, I., De Tourdonnet, S., Launay, M., Dore, T.","35757817000;23093627900;7004401754;55888080100;","Does intercropping winter wheat (Triticum aestivum) with red fescue (Festuca rubra) as a cover crop improve agronomic and environmental performance? A modeling approach",2010,"Field Crops Research","116","3",,"218","229",,27,"10.1016/j.fcr.2009.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649180509&doi=10.1016%2fj.fcr.2009.11.007&partnerID=40&md5=95312dd849680f1679d05384f9325551",Article,"Final","All Open Access, Green",Scopus,2-s2.0-77649180509
"Hadria, R., Khabba, S., Lahrouni, A., Duchemin, B., Chehbouni, A., Carriou, J., Ouzine, L.","6507578688;6507267312;6506465558;57203531598;7006296776;36987835500;57204486992;","Calibration and validation of the STICS crop model for managing wheat irrigation in the semi-arid Marrakech/al Haouz plain",2007,"Arabian Journal for Science and Engineering","32","1 C",,"87","101",,27,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249009806&partnerID=40&md5=6bbeb69081a929e0e0cc9cb07ffba933",Article,"Final","",Scopus,2-s2.0-37249009806
"Jégo, G., Bélanger, G., Tremblay, G.F., Jing, Q., Baron, V.S.","23767941600;55584175400;7103380893;7006138915;7006827007;","Calibration and performance evaluation of the STICS crop model for simulating timothy growth and nutritive value",2013,"Field Crops Research","151",,,"65","77",,28,"10.1016/j.fcr.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882715553&doi=10.1016%2fj.fcr.2013.07.003&partnerID=40&md5=db26b0e9cf34fa742cda53a691e17e25",Article,"Final","",Scopus,2-s2.0-84882715553
"Sierra, J., Brisson, N., Ripoche, D., Noël, C.","56211646600;7005033261;6507647940;7103013957;","Application of the STICS crop model to predict nitrogen availability and nitrate transport in a tropical acid soil cropped with maize",2003,"Plant and Soil","256","2",,"333","345",,30,"10.1023/A:1026106208320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345015870&doi=10.1023%2fA%3a1026106208320&partnerID=40&md5=91e02adf279dba8f176c3a91f4e55081",Article,"Final","",Scopus,2-s2.0-0345015870
"Yang, C., Fraga, H., van Ieperen, W., Trindade, H., Santos, J.A.","57193260079;57188959456;6603324108;6603625433;56157920300;","Effects of climate change and adaptation options on winter wheat yield under rainfed Mediterranean conditions in southern Portugal",2019,"Climatic Change","154","1-2",,"159","178",,31,"10.1007/s10584-019-02419-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064612509&doi=10.1007%2fs10584-019-02419-4&partnerID=40&md5=6319f4dd3e14bb11cd3e103ce3bc98a5",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85064612509
"Chen, Y., Cournède, P.-H.","55779827200;15047661000;","Data assimilation to reduce uncertainty of crop model prediction withConvolution Particle Filterin",2014,"Ecological Modelling","290","C",,"165","177",,31,"10.1016/j.ecolmodel.2014.01.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027929663&doi=10.1016%2fj.ecolmodel.2014.01.030&partnerID=40&md5=fee0d32e74dcb80ad2849c32305094d0",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85027929663
"Guillaume, S., Bergez, J.-E., Wallach, D., Justes, E.","54388381600;6603865785;7202035015;6603057433;","Methodological comparison of calibration procedures for durum wheat parameters in the STICS model",2011,"European Journal of Agronomy","35","3",,"115","126",,31,"10.1016/j.eja.2011.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80955181100&doi=10.1016%2fj.eja.2011.05.003&partnerID=40&md5=805dd6309fdf7d0b09f61ece2e56ff09",Article,"Final","",Scopus,2-s2.0-80955181100
"Courault, D., Hadria, R., Ruget, F., Olioso, A., Duchemin, B., Hagolle, O., Dedieu, G.","6603818863;6507578688;6602167020;56248682700;57203531598;6602243908;7003485805;","Combined use of FORMOSAT-2 images with a crop model for biomass and water monitoring of permanent grassland in Mediterranean region",2010,"Hydrology and Earth System Sciences","14","9",,"1731","1744",,31,"10.5194/hess-14-1731-2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956502779&doi=10.5194%2fhess-14-1731-2010&partnerID=40&md5=32fba12f3b2c097374d09e612cb4cdfd",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-77956502779
"Yin, X., Kersebaum, K.C., Kollas, C., Manevski, K., Baby, S., Beaudoin, N., Öztürk, I., Gaiser, T., Wu, L., Hoffmann, M., Charfeddine, M., Conradt, T., Constantin, J., Ewert, F., de Cortazar-Atauri, I.G., Giglio, L., Hlavinka, P., Hoffmann, H., Launay, M., Louarn, G., Manderscheid, R., Mary, B., Mirschel, W., Nendel, C., Pacholski, A., Palosuo, T., Ripoche-Wachter, D., P. Rötter, R., Ruget, F., Sharif, B., Trnka, M., Ventrella, D., Weigel, H.-J., E. Olesen, J.","54407521400;6602075951;27867811000;55165394100;57188740722;15071436000;36028350800;6602107359;56553460700;56785023200;50561113600;16644652800;26321290000;6604055290;57191626975;50561213900;17134621400;55323557800;7004401754;24605164500;7005612303;56235628300;55892583300;55894060300;14063772000;16029350000;56786325600;6701329793;6602167020;56785548500;6602845417;15128412200;57192831936;57216193102;","Performance of process-based models for simulation of grain N in crop rotations across Europe",2017,"Agricultural Systems","154",,,"63","77",,32,"10.1016/j.agsy.2017.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015720620&doi=10.1016%2fj.agsy.2017.03.005&partnerID=40&md5=48f44a5402e981e3668ccf02e8160199",Article,"Final","",Scopus,2-s2.0-85015720620
"Wu, X., Vuichard, N., Ciais, P., Viovy, N., De Noblet-Ducoudré, N., Wang, X., Magliulo, V., Wattenbach, M., Vitale, L., Di Tommasi, P., Moors, E.J., Jans, W., Elbers, J., Ceschia, E., Tallec, T., Bernhofer, C., Grünwald, T., Moureaux, C., Manise, T., Ligne, A., Cellier, P., Loubet, B., Larmanou, E., Ripoche, D.","15770429100;16403683500;55399842300;57192414605;6602922582;56011580500;6603066182;12244125000;16834095000;16833338800;19337676200;14063186600;7007032348;15062214600;24333239400;6603757959;7003717139;9133990200;56926621100;36169226500;7003457342;6603582009;23091603800;6507647940;","ORCHIDEE-CROP (v0), a new process-based agro-land surface model: Model description and evaluation over Europe",2016,"Geoscientific Model Development","9","2",,"857","873",,32,"10.5194/gmd-9-857-2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959546876&doi=10.5194%2fgmd-9-857-2016&partnerID=40&md5=5b903f5febbef6676b26e8ae3258fc89",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84959546876
"Hadria, R., Duchemin, B., Lahrouni, A., Khabba, S., Er-Raki, S., Dedieu, G., Chehbouni, A.G., Olioso, A.","6507578688;57203531598;6506465558;6507267312;7801628091;7003485805;7006296776;56248682700;","Monitoring of irrigated wheat in a semi-arid climate using crop modelling and remote sensing data: Impact of satellite revisit time frequency",2006,"International Journal of Remote Sensing","27","6",,"1093","1117",,32,"10.1080/01431160500382980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744781850&doi=10.1080%2f01431160500382980&partnerID=40&md5=2bbbb773e9a81c39863a260f6ae5e882",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33744781850
"Di Bella, C., Faivre, R., Ruget, F., Seguin, B., Guérif, M., Combal, B., Weiss, M., Rebella, C.","56213319100;7003562775;6602167020;7006652595;6701782386;6602763351;7404317084;6507530372;","Remote sensing capabilities to estimate pasture production in France",2004,"International Journal of Remote Sensing","25","23",,"5359","5372",,32,"10.1080/01431160410001719849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10844263482&doi=10.1080%2f01431160410001719849&partnerID=40&md5=09918533c1ab5638cc115ccced45690e",Article,"Final","",Scopus,2-s2.0-10844263482
"Schnebelen, N., Nicoullaud, B., Bourennane, H., Couturier, A., Verbeque, B., Revalier, C., Bruand, A., Ledoux, E.","6507960733;6602533430;56015269300;7004172489;6504022403;6504133019;7003376863;7006253902;","The STICS model to predict nitrate leaching following agricultural practices",2004,"Agronomie","24","6-7",,"423","435",,32,"10.1051/agro:2004039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244230650&doi=10.1051%2fagro%3a2004039&partnerID=40&md5=7166b9835b6462b43e9387a4befaff7d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-9244230650
"Yang, C., Fraga, H., Ieperen, W.V., Santos, J.A.","57193260079;57188959456;55778542300;56157920300;","Assessment of irrigated maize yield response to climate change scenarios in Portugal",2017,"Agricultural Water Management","184",,,"178","190",,33,"10.1016/j.agwat.2017.02.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012085323&doi=10.1016%2fj.agwat.2017.02.004&partnerID=40&md5=1c0e97ccae857cf2b6d211bdec700600",Article,"Final","",Scopus,2-s2.0-85012085323
"Folliard, A., Traoré, P.C.S., Vaksmann, M., Kouressy, M.","6503929310;54416399800;24336555200;23008896400;","Modeling of sorghum response to photoperiod: A threshold-hyperbolic approach",2004,"Field Crops Research","89","1",,"59","70",,35,"10.1016/j.fcr.2004.01.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242688997&doi=10.1016%2fj.fcr.2004.01.006&partnerID=40&md5=af6df0284d9fcbf3de33087d626c3bbc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-3242688997
"Rodriguez, J.C., Duchemin, B., Hadria, R., Watts, C., Garatuza, J., Chehbouni, A., Khabba, S., Boulet, G., Palacios, E., Lahrouni, A.","7404696407;57203531598;6507578688;7202527347;6603199023;7006296776;6507267312;6603909149;57216058196;6506465558;","Wheat yield estimation using remote sensing and the STICS model in the semiarid Yaqui valley, Mexico",2004,"Agronomie","24","6-7",,"295","304",,35,"10.1051/agro:2004037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244241056&doi=10.1051%2fagro%3a2004037&partnerID=40&md5=fb9544fe5dc19e76610f5e49fafb37bb",Article,"Final","All Open Access, Green",Scopus,2-s2.0-9244241056
"Fraga, H., Costa, R., Moutinho-Pereira, J., Correia, C.M., Dinis, L.-T., Gonçalves, I., Silvestre, J., Eiras-Dias, J., Malheiro, A.C., Santos, J.A.","57188959456;56963337600;55936039100;56375691900;17343193300;55292689500;55292767000;12791223500;35604127500;56157920300;","Modeling phenology, water status, and yield components of three Portuguese grapevines using the STICS crop model",2015,"American Journal of Enology and Viticulture","66","4",,"482","491",,36,"10.5344/ajev.2015.15031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947206733&doi=10.5344%2fajev.2015.15031&partnerID=40&md5=6d9e59f0e86510be87d6c47fa489e98d",Article,"Final","",Scopus,2-s2.0-84947206733
"Ma, S., Churkina, G., Trusilova, K.","23389689400;6603251603;16318145300;","Investigating the impact of climate change on crop phenological events in Europe with a phenology model",2012,"International Journal of Biometeorology","56","4",,"749","763",,36,"10.1007/s00484-011-0478-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862843105&doi=10.1007%2fs00484-011-0478-6&partnerID=40&md5=ff2f8086f4336e35db99aded214f3db7",Article,"Final","",Scopus,2-s2.0-84862843105
"Jégo, G., Sánchez-Pérez, J.M., Justes, E.","23767941600;7006076726;6603057433;","Predicting soil water and mineral nitrogen contents with the STICS model for estimating nitrate leaching under agricultural fields",2012,"Agricultural Water Management","107",,,"54","65",,36,"10.1016/j.agwat.2012.01.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857996908&doi=10.1016%2fj.agwat.2012.01.007&partnerID=40&md5=bb66cfb5d48b5577bbc58ab13145c7fa",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84857996908
"Durand, J.-L., Gonzalez-Dugo, V., Gastal, F.","7402878751;21233361100;55879027900;","How much do water deficits alter the nitrogen nutrition status of forage crops?",2010,"Nutrient Cycling in Agroecosystems","88","2",,"231","243",,36,"10.1007/s10705-009-9330-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958480096&doi=10.1007%2fs10705-009-9330-3&partnerID=40&md5=b9842ea65f28e7511cf7de66a30202a5",Article,"Final","",Scopus,2-s2.0-77958480096
"Katerji, N., Mastrorilli, M., Cherni, H.E.","7004903137;7003803780;35321888300;","Effects of corn deficit irrigation and soil properties on water use efficiency. A 25-year analysis of a Mediterranean environment using the STICS model",2010,"European Journal of Agronomy","32","2",,"177","185",,37,"10.1016/j.eja.2009.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73149098331&doi=10.1016%2fj.eja.2009.11.001&partnerID=40&md5=4d27e41452dae8ce5d2a1f364db30236",Article,"Final","",Scopus,2-s2.0-73149098331
"Constantin, J., Willaume, M., Murgue, C., Lacroix, B., Therond, O.","26321290000;7801562293;55549222100;7004069031;24077702000;","The soil-crop models STICS and AqYield predict yield and soil water content for irrigated crops equally well with limited data",2015,"Agricultural and Forest Meteorology","206",,,"55","68",,38,"10.1016/j.agrformet.2015.02.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924420427&doi=10.1016%2fj.agrformet.2015.02.011&partnerID=40&md5=dc7aa2bf672d43b83196e852c95713bb",Article,"Final","",Scopus,2-s2.0-84924420427
"Launay, M., Brisson, N., Satger, S., Hauggaard-Nielsen, H., Corre-Hellou, G., Kasynova, E., Ruske, R., Jensen, E.S., Gooding, M.J.","7004401754;7005033261;26634138100;9276181100;9638773100;26633933500;6507888664;7202081746;7005661935;","Exploring options for managing strategies for pea-barley intercropping using a modeling approach",2009,"European Journal of Agronomy","31","2",,"85","98",,38,"10.1016/j.eja.2009.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649958052&doi=10.1016%2fj.eja.2009.04.002&partnerID=40&md5=39205549b9b15cbc2dad6c8c7ae3a9a3",Article,"Final","All Open Access, Green",Scopus,2-s2.0-67649958052
"Gabrielle, B., Mary, B., Roche, R., Smith, P., Gosse, G.","6603049348;56235628300;7006428316;57201748498;6701366935;","Simulation of carbon and nitrogen dynamics in arable soils: A comparison of approaches",2002,"European Journal of Agronomy","18","1-2",,"107","120",,38,"10.1016/S1161-0301(02)00099-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036916793&doi=10.1016%2fS1161-0301%2802%2900099-0&partnerID=40&md5=cb5b9ddb145800f6c3fa8971ce0efabf",Conference Paper,"Final","",Scopus,2-s2.0-0036916793
"Jégo, G., Pattey, E., Bourgeois, G., Morrison, M.J., Drury, C.F., Tremblay, N., Tremblay, G.","23767941600;7003533081;7006040890;7201675270;7102825449;35549292300;7103380893;","Calibration and performance evaluation of soybean and spring wheat cultivars using the STICS crop model in Eastern Canada",2010,"Field Crops Research","117","2-3",,"183","196",,40,"10.1016/j.fcr.2010.03.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956870711&doi=10.1016%2fj.fcr.2010.03.008&partnerID=40&md5=7e57d6daedae2e0e43dd37cc8d55f6ed",Article,"Final","",Scopus,2-s2.0-77956870711
"Prévot, L., Chauki, H., Troufleau, D., Weiss, M., Baret, F., Brisson, N.","7006604024;7801443063;6701783904;7404317084;7006967825;7005033261;","Assimilating optical and radar data into the stics crop model for wheat",2003,"Agronomie","23","4",,"297","303",,40,"10.1051/agro:2003003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037646558&doi=10.1051%2fagro%3a2003003&partnerID=40&md5=2c5745b699b288caa17022488a4e4a5a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-0037646558
"Houlès, V., Mary, B., Guérif, M., Makowski, D., Justes, E.","6507672883;56235628300;6701782386;6603950439;6603057433;","Evaluation of the ability of the crop model STICS to recommend nitrogen fertilisation rates according to agro-environmental criteria",2004,"Agronomie","24","6-7",,"339","349",,41,"10.1051/agro:2004036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244265584&doi=10.1051%2fagro%3a2004036&partnerID=40&md5=2b3825b54298f1f8d67233f75a107cd7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-9244265584
"Mignolet, C., Schott, C., Benoît, M.","55898425600;7004557922;7103191558;","Spatial dynamics of agricultural practices on a basin territory: A retrospective study to implement models simulating nitrate flow. The case of the Seine basin",2004,"Agronomie","24","4",,"219","236",,41,"10.1051/agro:2004015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3943083535&doi=10.1051%2fagro%3a2004015&partnerID=40&md5=0e149c2e4a65e17bbc0beb39f573c2f6",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-3943083535
"Monestiez, P., Courault, D., Allard, D., Ruget, F.","55886884900;6603818863;14009772700;6602167020;","Spatial interpolation of air temperature using environmental context: Application to a crop model",2001,"Environmental and Ecological Statistics","8","4",,"297","309",,42,"10.1023/A:1012726317935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035670074&doi=10.1023%2fA%3a1012726317935&partnerID=40&md5=f6137586a14968faaf111063fd03adb5",Article,"Final","",Scopus,2-s2.0-0035670074
"Dumont, B., Leemans, V., Mansouri, M., Bodson, B., Destain, J.-P., Destain, M.-F.","15076747400;6602403778;7004271836;14067188700;8301431100;6602395320;","Parameter identification of the STICS crop model, using an accelerated formal MCMC approach",2014,"Environmental Modelling and Software","52",,,"121","135",,43,"10.1016/j.envsoft.2013.10.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887889664&doi=10.1016%2fj.envsoft.2013.10.022&partnerID=40&md5=c802ca096cd600adfd6639d159fbd279",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84887889664
"Godard, C., Roger-Estrade, J., Jayet, P.A., Brisson, N., Le Bas, C.","23488571000;6602427760;6603173511;7005033261;25653990800;","Use of available information at a European level to construct crop nitrogen response curves for the regions of the EU",2008,"Agricultural Systems","97","1-2",,"68","82",,44,"10.1016/j.agsy.2007.12.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149095878&doi=10.1016%2fj.agsy.2007.12.002&partnerID=40&md5=47e2dd76845779ae6a438634f99e9d0a",Article,"Final","",Scopus,2-s2.0-41149095878
"Giacomini, S.J., Recous, S., Mary, B., Aita, C.","6701386972;55927435100;56235628300;7005875001;","Simulating the effects of N availability, straw particle size and location in soil on C and N mineralization",2007,"Plant and Soil","301","1-2",,"289","301",,44,"10.1007/s11104-007-9448-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349162041&doi=10.1007%2fs11104-007-9448-5&partnerID=40&md5=4e3095110133da694c5c0c4bebbd704c",Article,"Final","",Scopus,2-s2.0-38349162041
"Wallach, D., Buis, S., Lecharpentier, P., Bourges, J., Clastre, P., Launay, M., Bergez, J.-E., Guerif, M., Soudais, J., Justes, E.","7202035015;11839198600;6506565542;36781946500;6506026321;7004401754;6603865785;6701782386;36138860100;6603057433;","A package of parameter estimation methods and implementation for the STICS crop-soil model",2011,"Environmental Modelling and Software","26","4",,"386","394",,45,"10.1016/j.envsoft.2010.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650569544&doi=10.1016%2fj.envsoft.2010.09.004&partnerID=40&md5=d26257767927690dd63aa0b29e5081dd",Article,"Final","",Scopus,2-s2.0-78650569544
"Valdés-Gómez, H., Celette, F., De Cortázar-Atauri, I.G., Jara-Rojas, F., Ortega-Farías, S., Gary, C.","23989626900;9737272700;57191626975;26664622000;6603288395;7006855206;","MOdelling soil water content and grapevine growth and development with the stics crop-soil model under two different water management strategies",2009,"Journal International des Sciences de la Vigne et du Vin","43","1",,"13","28",,45,"10.20870/oeno-one.2009.43.1.806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649535062&doi=10.20870%2foeno-one.2009.43.1.806&partnerID=40&md5=32138d5b5ce69563ec31a950dbf3b98b",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-67649535062
"Sansoulet, J., Pattey, E., Kröbel, R., Grant, B., Smith, W., Jégo, G., Desjardins, R.L., Tremblay, N., Tremblay, G.","57212350811;7003533081;35113464800;8503817300;56328807300;23767941600;7102933062;35549292300;7103380908;","Comparing the performance of the STICS, DNDC, and DayCent models for predicting N uptake and biomass of spring wheat in Eastern Canada",2014,"Field Crops Research","156",,,"135","150",,46,"10.1016/j.fcr.2013.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889589109&doi=10.1016%2fj.fcr.2013.11.010&partnerID=40&md5=de5850994f38490920514a93502e30e4",Article,"Final","",Scopus,2-s2.0-84889589109
"Ciais, P., Gervois, S., Vuichard, N., Piao, S.L., Viovy, N.","55399842300;26641804000;16403683500;6701581547;57192414605;","Effects of land use change and management on the European cropland carbon balance",2011,"Global Change Biology","17","1",,"320","338",,46,"10.1111/j.1365-2486.2010.02341.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649782384&doi=10.1111%2fj.1365-2486.2010.02341.x&partnerID=40&md5=c45066f54ac93b61ec451909e6159c8c",Article,"Final","",Scopus,2-s2.0-78649782384
"Tremblay, M., Wallach, D.","7202066588;7202035015;","Comparison of parameter estimation methods for crop models",2004,"Agronomie","24","6-7",,"351","365",,46,"10.1051/agro:2004033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244221700&doi=10.1051%2fagro%3a2004033&partnerID=40&md5=75f647cb0ade310c3f087d611e5352d3",Article,"Final","All Open Access, Green",Scopus,2-s2.0-9244221700
"Wattenbach, M., Sus, O., Vuichard, N., Lehuger, S., Gottschalk, P., Li, L., Leip, A., Williams, M., Tomelleri, E., Kutsch, W.L., Buchmann, N., Eugster, W., Dietiker, D., Aubinet, M., Ceschia, E., Béziat, P., Grünwald, T., Hastings, A., Osborne, B., Ciais, P., Cellier, P., Smith, P.","12244125000;57193948689;16403683500;16444866700;16028394600;12039396200;8672107100;35461262000;16445147700;7003953325;7003333258;6603954179;36664419200;6602069539;15062214600;15062339100;7003717139;14919415400;7103411927;55399842300;7003457342;57201748498;","The carbon balance of European croplands: A cross-site comparison of simulation models",2010,"Agriculture, Ecosystems and Environment","139","3",,"419","453",,48,"10.1016/j.agee.2010.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449248932&doi=10.1016%2fj.agee.2010.08.004&partnerID=40&md5=99c3ae570487e52f56243a8b70f975da",Article,"Final","",Scopus,2-s2.0-78449248932
"Brisson, N., Bussière, F., Ozier-Lafontaine, H., Tournebize, R., Sinoquet, H.","7005033261;7003640902;57204221039;6701326792;7004925245;","Adaptation of the crop model STICS to intercropping. Theoretical basis and parameterisation",2004,"Agronomie","24","6-7",,"409","421",,48,"10.1051/agro:2004031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244246874&doi=10.1051%2fagro%3a2004031&partnerID=40&md5=73677a429fa6090fd997b3d9f3cc8738",Article,"Final","",Scopus,2-s2.0-9244246874
"Salo, T.J., Palosuo, T., Kersebaum, K.C., Nendel, C., Angulo, C., Ewert, F., Bindi, M., Calanca, P., Klein, T., Moriondo, M., Ferrise, R., Olesen, J.E., Patil, R.H., Ruget, F., Takáč, J., Hlavinka, P., Trnka, M., Rötter, R.P.","7005952994;16029350000;6602075951;55894060300;55248582400;6604055290;56231867700;57207497242;57016209100;55932484200;35746015200;57203030850;56376491100;6602167020;15847053400;17134621400;6602845417;6701329793;","Comparing the performance of 11 crop simulation models in predicting yield response to nitrogen fertilization",2016,"Journal of Agricultural Science","154","7",,"1218","1240",,50,"10.1017/S0021859615001124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951270934&doi=10.1017%2fS0021859615001124&partnerID=40&md5=e022cfd825cdf477569884f957b1151c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84951270934
"Jégo, G., Martínez, M., Antigüedad, I., Launay, M., Sanchez-Pérez, J.M., Justes, E.","23767941600;57199461561;6603533578;7004401754;7006076726;6603057433;","Evaluation of the impact of various agricultural practices on nitrate leaching under the root zone of potato and sugar beet using the STICS soil-crop model",2008,"Science of the Total Environment","394","2-3",,"207","221",,53,"10.1016/j.scitotenv.2008.01.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40949114033&doi=10.1016%2fj.scitotenv.2008.01.021&partnerID=40&md5=636f36ad3264561cdefeb5d5382638cf",Article,"Final","All Open Access, Green",Scopus,2-s2.0-40949114033
